stretched-link href,w-100 src,location,detail,col-12,detail (2),detail (3),col-auto,col-auto (2),col-auto (3)
https://www.cabovillas.com/properties.asp?PID=598,,CABO SAN LUCAS,Montemar Luxury Hotel Residences at Pedregal Unit 503,Luxury and Views in an Excellent Cabo Locatio...,4-Star Deluxe Villa,,2,2,6
https://www.cabovillas.com/properties.asp?PID=520,,CABO SAN LUCAS,Villa Jade de Law,Bring Your Friends! Spacious Villa with Gorge...,5.5-Star Luxury Villa,,8,8.5,22
https://www.cabovillas.com/properties.asp?PID=237,,"CABO SAN LUCAS, OCEANFRONT",Villa Gran Vista,Stunning Cliffside Ocean Views & Swim-Up Pool...,6-Star Premier Villa,,7,7.5,14
https://www.cabovillas.com/properties.asp?PID=566,,"CORRIDOR, OCEANFRONT, BEACHFRONT",Casa del Mar Punta Bella,Stunning Luxury Retreat with Exceptional Amen...,6-Star Premier Villa,,5,5.5,14
https://www.cabovillas.com/properties.asp?PID=463,,"CABO SAN LUCAS, OCEANFRONT",Villa Finisterra,Stunning Modern Villa with Spectacular Views,6+ -Star Platinum Villa,+,4,6,8
https://www.cabovillas.com/properties.asp?PID=580,,CORRIDOR,Live Aqua Private Residences,Villa Luxury & Excellent Resort Amenities,6-Star Premier Villa,,1,1,12
https://www.cabovillas.com/properties.asp?PID=615,,SAN JOSÉ DEL CABO,Villa Vista al Mar,Hacienda Style Luxury and Sea of Cortez Views,6-Star Premier Villa,,5,5+,12
https://www.cabovillas.com/properties.asp?PID=498,,CABO SAN LUCAS,Hacienda Edith,Charming Villa In Pedregal - A Great Vacation...,4-Star Deluxe Villa,,5,6,14
https://www.cabovillas.com/properties.asp?PID=558,,"SAN JOSÉ DEL CABO, OCEANFRONT, EAST CAPE, BEACHFRONT",Casa Bellamar,Gorgeous Beachfront Villa with Swim Up Bar an...,6+ -Star Platinum Villa,+,9,9.5,18
https://www.cabovillas.com/properties.asp?PID=233,,"CORRIDOR, SAN JOSÉ DEL CABO",Villa Sun Guadalupe,Enchanting Hillside Villa with Amazing Sea of...,3-Star Value Villa,,3,2,8
https://www.cabovillas.com/properties.asp?PID=206,,CORRIDOR,Villa Las Brisas,"Desirable Location, Spacious Elegance & Beaut...",5-Star Luxury Villa,,5,6,12
https://www.cabovillas.com/properties.asp?PID=618,https://www.cabovillas.com/Properties/Villas/Villa_Bella_Vista/FULL/Villa_Bella_Vista-1.jpg?width=486,CABO SAN LUCAS,Villa Bella Vista,"Gorgeous Ocean, Marina & Downtown Views",4.5-Star Deluxe Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=639,https://www.cabovillas.com/Properties/Villas/Villa_Las_Palmas/FULL/Villa_Las_Palmas-1.jpg?width=486,CABO SAN LUCAS,Villa Las Palmas,Stunning Ocean-View Luxury Estate in Pedregal,6+ -Star Platinum Villa,+,7,11,18
https://www.cabovillas.com/properties.asp?PID=205,https://www.cabovillas.com/Properties/Villas/Villa_los_Geckos/FULL/Villa_los_Geckos-1.jpg?width=486,CABO SAN LUCAS,Villa los Geckos,Lush Hillside Villa with Ocean Views,3-Star Value Villa,,4,4,10
https://www.cabovillas.com/properties.asp?PID=656,https://www.cabovillas.com/Properties/Villas/Villa_Ysabel/FULL/Villa_Ysabel-1.jpg?width=486,CABO SAN LUCAS,Villa Ysabel,Remodeled Ocean-View Pedregal Escape,4.5-Star Deluxe Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=668,https://www.cabovillas.com/Properties/Villas/Casa_Fatima/FULL/Casa_Fatima-1.jpg?width=486,CABO SAN LUCAS,Casa Fatima,Comfortable Retreat in Pedregal,3.5-Star Value Villa,,3,4,8
https://www.cabovillas.com/properties.asp?PID=373,https://www.cabovillas.com/Properties/Villas/Villa_Sebastian/FULL/Villa_Sebastian-1.jpg?width=486,CABO SAN LUCAS,Villa Sebastian,Modern Style & Great Ocean Views in the Pedre...,5-Star Luxury Villa,,3,3.5,10
https://www.cabovillas.com/properties.asp?PID=548,https://www.cabovillas.com/Properties/Villas/Villa_las_Arenas/FULL/Villa_las_Arenas-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa las Arenas,Splendid Villa with Beachfront Pool & Dazzlin...,6-Star Premier Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=602,https://www.cabovillas.com/Properties/Villas/Casa_Jazmin/FULL/Casa_Jazmin-1.jpg?width=486,CORRIDOR,Casa Jazmin,Walk to the Beach & Enjoy Ocean Views,4.5-Star Deluxe Villa,,3,2.5,8
https://www.cabovillas.com/properties.asp?PID=97,https://www.cabovillas.com/Properties/Villas/Villa_Leonetti/FULL/Villa_Leonetti-1.jpg?width=486,CABO SAN LUCAS,Villa Leonetti,Panoramic Views of the Bay from This Spacious...,5.5-Star Luxury Villa,,4,5,10
https://www.cabovillas.com/properties.asp?PID=655,https://www.cabovillas.com/Properties/Villas/Casa_Micana/FULL/Casa_Micana-1.jpg?width=486,SAN JOSÉ DEL CABO,Casa Micana,Modern Luxury in Puerto Los Cabos,6-Star Premier Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=282,https://www.cabovillas.com/Properties/Villas/Villa_del_Mar/FULL/Villa_del_Mar-1.jpg?width=486,CABO SAN LUCAS,Villa del Mar,Luxury Villa with Excellent Ocean Views in Pe...,6-Star Premier Villa,,7,7,15
https://www.cabovillas.com/properties.asp?PID=638,https://www.cabovillas.com/Properties/Villas/Villa_de_los_Suenos/FULL/Villa_de_los_Suenos-1.jpg?width=486,CABO SAN LUCAS,Villa de los Sueños,Elegant Ocean-View Hacienda-Style Retreat,6-Star Premier Villa,,8,10,18
https://www.cabovillas.com/properties.asp?PID=604,https://www.cabovillas.com/Properties/Villas/Villa_Vista_Vela_4101/FULL/Villa_Vista_Vela_4101-1.jpg?width=486,CABO SAN LUCAS,Villa Vista Vela 4101,Beautiful Ocean Views & Great Location,4-Star Deluxe Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=609,https://www.cabovillas.com/Properties/Villas/Casa_Nolia/FULL/Casa_Nolia-1.jpg?width=486,CABO SAN LUCAS,Casa Nolia,Excellent Location & Ocean Views,4.5-Star Deluxe Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=586,https://www.cabovillas.com/Properties/Villas/Garza_Blanca_3_Bedroom_Oceanfront_Penthouse/FULL/Garza_Blanca_3_Bedroom_Oceanfront_Penthouse-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Garza Blanca 3 Bedroom Oceanfront Penthouse,Modern Sophistication and All-Inclusive Luxur...,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=190,https://www.cabovillas.com/Properties/Villas/Villa_Golden_Dome/FULL/Villa_Golden_Dome-1.jpg?width=486,CABO SAN LUCAS,Villa Golden Dome,Unique Villa Overlooking the Marina and Sea o...,4.5-Star Deluxe Villa,,6,8,16
https://www.cabovillas.com/properties.asp?PID=634,https://www.cabovillas.com/Properties/Villas/Villa_Paraiso/FULL/Villa_Paraiso-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Paraiso,Direct Beach Access & Luxury in Palmilla,5.5-Star Luxury Villa,,6,6.5,14
https://www.cabovillas.com/properties.asp?PID=637,https://www.cabovillas.com/Properties/Villas/Villa_Saguaro/FULL/Villa_Saguaro-1.jpg?width=486,SAN JOSÉ DEL CABO,Villa Saguaro,Luxury Ocean-View Villa with Pool & Entertain...,6+ -Star Platinum Villa,+,11,11,24
https://www.cabovillas.com/properties.asp?PID=554,https://www.cabovillas.com/Properties/Villas/Villa_Besame/FULL/Villa_Besame-1.jpg?width=486,CABO SAN LUCAS,Villa Besame,Stunning Modern Design & Gorgeous Ocean Views,6-Star Premier Villa,,4,6,8
https://www.cabovillas.com/properties.asp?PID=511,https://www.cabovillas.com/Properties/Villas/Villa_One_at_One-Only_Palmilla/FULL/Villa_One_at_One-Only_Palmilla-1.jpg?width=486,CORRIDOR,Villa One at One&Only Palmilla,Alluring Vacation Estate Located at One&Only ...,6+ -Star Platinum Villa,+,4,3.5,8
https://www.cabovillas.com/properties.asp?PID=348,https://www.cabovillas.com/Properties/Villas/Villa_Buena_Vida/FULL/Villa_Buena_Vida-1.jpg?width=486,"CABO SAN LUCAS, CORRIDOR",Villa Buena Vida,Spectacular Cabo Del Sol Ocean-View Villa Ste...,5-Star Luxury Villa,,6,6,16
https://www.cabovillas.com/properties.asp?PID=594,https://www.cabovillas.com/Properties/Villas/Villa_Chavez/FULL/Villa_Chavez-1.jpg?width=486,CABO SAN LUCAS,Villa Chavez,Spectacular Luxury Estate with Panoramic View...,6-Star Premier Villa,,8,8+,18
https://www.cabovillas.com/properties.asp?PID=595,https://www.cabovillas.com/Properties/Villas/Casa_Angel/FULL/Casa_Angel-1.jpg?width=486,CABO SAN LUCAS,Casa Angel,Inviting Ocean-View Getaway in Pedregal,5.5-Star Luxury Villa,,4,5,12
https://www.cabovillas.com/properties.asp?PID=599,https://www.cabovillas.com/Properties/Villas/West_Enclave_8/FULL/West_Enclave_8-1.jpg?width=486,SAN JOSÉ DEL CABO,West Enclave 8,Spectacular Modern Ocean-View Luxury Estate,6+ -Star Platinum Villa,+,6,6,16
https://www.cabovillas.com/properties.asp?PID=530,https://www.cabovillas.com/Properties/Villas/Villas_del_Mar_Casita_17/FULL/Villas_del_Mar_Casita_17-1.jpg?width=486,CORRIDOR,Villas del Mar Casita 17,Hillside Palmilla Villa with Amazing Panorami...,6-Star Premier Villa,,3,3,6
https://www.cabovillas.com/properties.asp?PID=647,https://www.cabovillas.com/Properties/Villas/Casa_Maravillas/FULL/Casa_Maravillas-1.jpg?width=486,CORRIDOR,Casa Maravillas,Punta Ballena Charm & Relaxation,6-Star Premier Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=667,https://www.cabovillas.com/Properties/Villas/Casa_Primavera/FULL/Casa_Primavera-1.jpg?width=486,SAN JOSÉ DEL CABO,Casa Primavera,Luxury Golf & Ocean Vistas in Puerto Los Cabo...,6-Star Premier Villa,,8,8,16
https://www.cabovillas.com/properties.asp?PID=621,https://www.cabovillas.com/Properties/Villas/Villa_Marena_18/FULL/Villa_Marena_18-1.jpg?width=486,CABO SAN LUCAS,Villa Marena 18,Luxury Directly Overlooking Medano Beach,6+ -Star Platinum Villa,+,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=106,https://www.cabovillas.com/Properties/Villas/Villa_Ballena/FULL/Villa_Ballena-1.jpg?width=486,CABO SAN LUCAS,Villa Ballena,Charming Villa with Lush Landscaping in Great...,4.5-Star Deluxe Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=193,https://www.cabovillas.com/Properties/Villas/Villa_Maria/FULL/Villa_Maria-1.jpg?width=486,CABO SAN LUCAS,Villa Maria,Hacienda-Style Architecture & Glorious Pacifi...,6-Star Premier Villa,,6,6,12
https://www.cabovillas.com/properties.asp?PID=482,https://www.cabovillas.com/Properties/Villas/Villa_Piedra_Blanca/FULL/Villa_Piedra_Blanca-1.jpg?width=486,"SAN JOSÉ DEL CABO, OCEANFRONT, BEACHFRONT",Villa Piedra Blanca,Spectacular Platinum Beachfront Villa in Puer...,6+ -Star Platinum Villa,+,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=620,https://www.cabovillas.com/Properties/Villas/Villas_del_Mar_Casita_6/FULL/Villas_del_Mar_Casita_6-1.jpg?width=486,CORRIDOR,Villas del Mar Casita 6,Luxury & Ocean Views at Palmilla,6-Star Premier Villa,,3,3,8
https://www.cabovillas.com/properties.asp?PID=304,https://www.cabovillas.com/Properties/Villas/Villa_Alegria/FULL/Villa_Alegria-1.jpg?width=486,CABO SAN LUCAS,Villa Alegria,Stunning Pacific Ocean Views from this Spacio...,4.5-Star Deluxe Villa,,7,7.5,14
https://www.cabovillas.com/properties.asp?PID=592,https://www.cabovillas.com/Properties/Villas/Palmilla_Estates_58/FULL/Palmilla_Estates_58-1.jpg?width=486,CORRIDOR,Palmilla Estates 58,Luxury Escape Close to Palmilla Golf,5-Star Luxury Villa,,6,8,14
https://www.cabovillas.com/properties.asp?PID=571,https://www.cabovillas.com/Properties/Villas/Casa_Stella/FULL/Casa_Stella-1.jpg?width=486,CABO SAN LUCAS,Casa Stella,Breathtaking Luxury Villa With Sweeping Ocean...,6+ -Star Platinum Villa,+,10,11+,20
https://www.cabovillas.com/properties.asp?PID=243,https://www.cabovillas.com/Properties/Villas/Casa_Sonara/FULL/Casa_Sonara-1.jpg?width=486,CABO SAN LUCAS,Casa Soñara,Gorgeous Hillside Pedregal Villa with Panoram...,5.5-Star Luxury Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=635,https://www.cabovillas.com/Properties/Villas/Villa_Mar_Azul_Palmilla/FULL/Villa_Mar_Azul_Palmilla-1.jpg?width=486,CORRIDOR,Villa Mar Azul Palmilla,Hacienda-Style Luxury & Views in Palmilla,6+ -Star Platinum Villa,+,6,6+,12
https://www.cabovillas.com/properties.asp?PID=659,https://www.cabovillas.com/Properties/Villas/Casa_Bella/FULL/Casa_Bella-1.jpg?width=486,CORRIDOR,Casa Bella,Luxury & Sea of Cortez Views in Cabo Colorado,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=495,https://www.cabovillas.com/Properties/Villas/Villa_Sirena/FULL/Villa_Sirena-1.jpg?width=486,CABO SAN LUCAS,Villa Sirena,Inviting Cabo Villa with Great Views of Land’...,4-Star Deluxe Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=575,https://www.cabovillas.com/Properties/Villas/Casa_Rio_de_Luna/FULL/Casa_Rio_de_Luna-1.jpg?width=486,CORRIDOR,Casa Rio de Luna,One-of-a-Kind Luxury Villa Rental,6-Star Premier Villa,,7,7,18
https://www.cabovillas.com/properties.asp?PID=644,https://www.cabovillas.com/Properties/Villas/Casa_Tortuga/FULL/Casa_Tortuga-1.jpg?width=486,CORRIDOR,Casa Tortuga,Luxury on 1st Green at Cabo del Sol,4.5-Star Deluxe Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=669,https://www.cabovillas.com/Properties/Villas/Villa_Maria_Bonita/FULL/Villa_Maria_Bonita-1.jpg?width=486,CABO SAN LUCAS,Villa Maria Bonita,Spectacular Spacious Luxury Pedregal Villa,6+ -Star Platinum Villa,+,9,9,20
https://www.cabovillas.com/properties.asp?PID=572,https://www.cabovillas.com/Properties/Villas/La_Datcha/FULL/La_Datcha-1.jpg?width=486,"CABO SAN LUCAS, OCEANFRONT, BEACHFRONT",La Datcha,Extraordinary Luxury at this Beachfront Escap...,6+ -Star Platinum Villa,+,10,12,20
https://www.cabovillas.com/properties.asp?PID=562,https://www.cabovillas.com/Properties/Villas/Villa_Miramar/FULL/Villa_Miramar-1.jpg?width=486,CABO SAN LUCAS,Villa Miramar,Stunning Pacific Ocean Views from this Luxury...,5.5-Star Luxury Villa,,4,6,12
https://www.cabovillas.com/properties.asp?PID=607,https://www.cabovillas.com/Properties/Villas/La_Casa_Bendecida/FULL/La_Casa_Bendecida-1.jpg?width=486,CABO SAN LUCAS,La Casa Bendecida,Timeless Mexican Charm & Outstanding Amenitie...,4.5-Star Deluxe Villa,,4,3.5,8
https://www.cabovillas.com/properties.asp?PID=328,https://www.cabovillas.com/Properties/Villas/Villa_Delfines/FULL/Villa_Delfines-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Delfines,Beachfront Villa with Convenient Access to Ca...,6-Star Premier Villa,,7,7.5,18
https://www.cabovillas.com/properties.asp?PID=365,https://www.cabovillas.com/Properties/Villas/Villa_Descanso/FULL/Villa_Descanso-1.jpg?width=486,CABO SAN LUCAS,Villa Descanso,Great for Groups - Spacious Pedregal Villa wi...,5.5-Star Luxury Villa,,9,11,20
https://www.cabovillas.com/properties.asp?PID=630,https://www.cabovillas.com/Properties/Villas/Villa_Costa_Azul/FULL/Villa_Costa_Azul-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Costa Azul,Beachfront at Cabo’s Famous Zippers Surf Spot,5-Star Luxury Villa,,6,6,12
https://www.cabovillas.com/properties.asp?PID=492,https://www.cabovillas.com/Properties/Villas/Villa_Cortez_at_One-Only_Palmilla/FULL/Villa_Cortez_at_One-Only_Palmilla-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Cortez at One&Only Palmilla,Breathtaking Retreat at this Exceptional Luxu...,6+ -Star Platinum Villa,+,4,4,10
https://www.cabovillas.com/properties.asp?PID=631,https://www.cabovillas.com/Properties/Villas/Casa_Marisol/FULL/Casa_Marisol-1.jpg?width=486,CABO SAN LUCAS,Casa Marisol,Relax with Beautiful Ocean Views in Pedregal,4.5-Star Deluxe Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=538,https://www.cabovillas.com/Properties/Villas/Villa_Bahia_de_los_Frailes/FULL/Villa_Bahia_de_los_Frailes-1.jpg?width=486,"SAN JOSÉ DEL CABO, BEACHFRONT, CABO PULMO",Villa Bahia de los Frailes,Beachfront Villa Close to Cabo Pulmo Diving &...,5.5-Star Luxury Villa,,6,6.5,16
https://www.cabovillas.com/properties.asp?PID=467,https://www.cabovillas.com/Properties/Villas/Villa_Pacific_West/FULL/Villa_Pacific_West-1.jpg?width=486,CABO SAN LUCAS,Villa Pacific West,Magnificent Pedregal Villa Boasting Spectacul...,6+ -Star Platinum Villa,+,5,4.5,10
https://www.cabovillas.com/properties.asp?PID=623,https://www.cabovillas.com/Properties/Villas/Casa_Brooks/FULL/Casa_Brooks-1.jpg?width=486,CORRIDOR,Casa Brooks,Hacienda Style Luxury in Cabo del Sol,6-Star Premier Villa,,10,9.5,22
https://www.cabovillas.com/properties.asp?PID=583,https://www.cabovillas.com/Properties/Villas/Villa_Tamika/FULL/Villa_Tamika-1.jpg?width=486,CABO SAN LUCAS,Villa Tamika,Inviting Private Retreat Close to Marina & Do...,4-Star Deluxe Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=189,https://www.cabovillas.com/Properties/Villas/Villa_de_Tres_Hermanas/FULL/Villa_de_Tres_Hermanas-1.jpg?width=486,CABO SAN LUCAS,Villa de Tres Hermanas,Stylish Villa Short Walk to Downtown Cabo & t...,3.5-Star Value Villa,,4,3.5,8
https://www.cabovillas.com/properties.asp?PID=210,https://www.cabovillas.com/Properties/Villas/Villa_de_la_Luz/FULL/Villa_de_la_Luz-1.jpg?width=486,CABO SAN LUCAS,Villa de la Luz,Wonderful Private & Spacious Cabo San Lucas V...,4.5-Star Deluxe Villa,,5,6.5,13
https://www.cabovillas.com/properties.asp?PID=588,https://www.cabovillas.com/Properties/Villas/West_Enclave_7/FULL/West_Enclave_7-1.jpg?width=486,"SAN JOSÉ DEL CABO, BEACHFRONT",West Enclave 7,Unparalleled Luxury in an Exceptional Beachfr...,6+ -Star Platinum Villa,+,5,6.5,14
https://www.cabovillas.com/properties.asp?PID=584,https://www.cabovillas.com/Properties/Villas/Villa_Dos_Vistas/FULL/Villa_Dos_Vistas-1.jpg?width=486,CABO SAN LUCAS,Villa Dos Vistas,Expansive Ocean Views from Your Private Pool,6-Star Premier Villa,,4,5+,11
https://www.cabovillas.com/properties.asp?PID=150,https://www.cabovillas.com/Properties/Villas/Sunset_Villa/FULL/Sunset_Villa-1.jpg?width=486,CABO SAN LUCAS,Sunset Villa,A Perfect Private Retreat in Pedregal with Lo...,3.5-Star Value Villa,,5,5.5,17
https://www.cabovillas.com/properties.asp?PID=54,https://www.cabovillas.com/Properties/Villas/Casa_Stamm/FULL/Casa_Stamm-1.jpg?width=486,CORRIDOR,Casa Stamm,Luxury on 1st Fairway at Cabo del Sol,4.5-Star Deluxe Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=624,https://www.cabovillas.com/Properties/Villas/Hollywood_House/FULL/Hollywood_House-1.jpg?width=486,CABO SAN LUCAS,Hollywood House,Modern Architecture & Luxury in Cabo,5.5-Star Luxury Villa,,4,4.5,12
https://www.cabovillas.com/properties.asp?PID=17,https://www.cabovillas.com/Properties/Villas/Villa_Sol_y_Luna/FULL/Villa_Sol_y_Luna-1.jpg?width=486,CABO SAN LUCAS,Villa Sol y Luna,Enjoy Pacific Ocean Views from This Lovely Ca...,4-Star Deluxe Villa,,4,4.5,14
https://www.cabovillas.com/properties.asp?PID=654,https://www.cabovillas.com/Properties/Villas/Villa_Nazar/FULL/Villa_Nazar-1.jpg?width=486,CABO SAN LUCAS,Villa Nazar,Modern Style & Ocean Views in Pedregal,5.5-Star Luxury Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=89,https://www.cabovillas.com/Properties/Villas/Sunrise_Villa/FULL/Sunrise_Villa-1.jpg?width=486,CABO SAN LUCAS,Sunrise Villa,Enchanting Villa with Lovely Views of Ocean &...,5-Star Luxury Villa,,8,8.5,31
https://www.cabovillas.com/properties.asp?PID=652,https://www.cabovillas.com/Properties/Villas/Casa_Sonrisa/FULL/Casa_Sonrisa-1.jpg?width=486,SAN JOSÉ DEL CABO,Casa Sonrisa,Luxury Oasis with Golf & Ocean Views,5.5-Star Luxury Villa,,5,5,8
