stretched-link href,w-100 src,location,detail,col-12,detail (2),detail (3),col-auto,col-auto (2),col-auto (3)
https://www.cabovillas.com/properties.asp?PID=631,https://www.cabovillas.com/Properties/Villas/Villa_Salina_Del_Mar/FULL/Villa_Salina_Del_Mar-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Salina Del Mar,Beachfront Luxury & Ocean Vistas,6-Star Premier Villa,,4,4,10
https://www.cabovillas.com/properties.asp?PID=578,https://www.cabovillas.com/Properties/Villas/Villa_Alegria_del_Arrecife/FULL/Villa_Alegria_del_Arrecife-1.jpg?width=486,"SAN JOSÉ DEL CABO, OCEANFRONT, BEACHFRONT",Villa Alegria del Arrecife,Cabo Luxury with Direct Beach Access,5.5-Star Luxury Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=613,https://www.cabovillas.com/Properties/Villas/Casa_de_los_Gatos/FULL/Casa_de_los_Gatos-1.jpg?width=486,CABO SAN LUCAS,Casa de los Gatos,Elegant Vacation Retreat in Pedregal Heights,5-Star Luxury Villa,,6,6.5,12
https://www.cabovillas.com/properties.asp?PID=634,https://www.cabovillas.com/Properties/Villas/Casa_Puma/FULL/Casa_Puma-1.jpg?width=486,CABO SAN LUCAS,Casa Puma,Captivating Ocean Views & Pedregal Luxury,5.5-Star Luxury Villa,,6,6.5,12
https://www.cabovillas.com/properties.asp?PID=636,https://www.cabovillas.com/Properties/Villas/Villa_Yvonne/FULL/Villa_Yvonne-1.jpg?width=486,CABO SAN LUCAS,Villa Yvonne,Short Walk to Pedregal Beach & Spectacular O...,5-Star Luxury Villa,,4,4.5,9
https://www.cabovillas.com/properties.asp?PID=633,https://www.cabovillas.com/Properties/Villas/Villa_Marys/FULL/Villa_Marys-1.jpg?width=486,CORRIDOR,Villa Marys,Exceptional Views from this Corridor Villa,5-Star Luxury Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=615,https://www.cabovillas.com/Properties/Villas/Casa_Luna/FULL/Casa_Luna-1.jpg?width=486,CORRIDOR,Casa Luna,Spectacular Ocean & Golf View Estate on the C...,5.5-Star Luxury Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=647,https://www.cabovillas.com/Properties/Villas/Diamante_Estate_89/FULL/Diamante_Estate_89-1.jpg?width=486,CABO SAN LUCAS,Diamante Estate 89,Dunes Course Views & Elegant Style at Diamante,4.5-Star Deluxe Villa,,3,3,6
https://www.cabovillas.com/properties.asp?PID=626,https://www.cabovillas.com/Properties/Villas/Casa_Rio/FULL/Casa_Rio-1.jpg?width=486,CORRIDOR,Casa Rio,Quaint & Charming Luxury Hacienda with Views,5-Star Luxury Villa,,3,3,6
https://www.cabovillas.com/properties.asp?PID=337,https://www.cabovillas.com/Properties/Villas/Villa_Los_Arcos/FULL/Villa_Los_Arcos-1.jpg?width=486,"CORRIDOR, SAN JOSÉ DEL CABO",Villa Los Arcos,Mediterranean Style Ocean View Villa with Pool,4.5-Star Deluxe Villa,,3,2.5,6
https://www.cabovillas.com/properties.asp?PID=630,https://www.cabovillas.com/Properties/Villas/Villa_La_Punta_1/FULL/Villa_La_Punta_1-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa La Punta 1,Palmilla Oceanfront Luxury with Dramatic View...,6-Star Premier Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=644,https://www.cabovillas.com/Properties/Villas/Villa_Mariana/FULL/Villa_Mariana-1.jpg?width=486,CORRIDOR,Villa Mariana,Quiet Privacy & Sweeping Ocean Vistas,5-Star Luxury Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=607,https://www.cabovillas.com/Properties/Villas/Villa_Nicholas/FULL/Villa_Nicholas-1.jpg?width=486,CABO SAN LUCAS,Villa Nicholas,Charming Pedregal Escape with Jacuzzi,4-Star Deluxe Villa,,2,2,4
https://www.cabovillas.com/properties.asp?PID=644,https://www.cabovillas.com/Properties/Villas/Villa_Mariana/FULL/Villa_Mariana-1.jpg?width=486,CORRIDOR,Villa Mariana,Quiet Privacy & Sweeping Ocean Vistas,5-Star Luxury Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=528,https://www.cabovillas.com/Properties/Villas/Villa_Tequila/FULL/Villa_Tequila-1.jpg?width=486,CABO SAN LUCAS,Villa Tequila,Exquisite Pedregal Villa with Panoramic Views...,4.5-Star Deluxe Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=645,https://www.cabovillas.com/Properties/Villas/Villa_Arrecife_5/FULL/Villa_Arrecife_5-1.jpg?width=486,CORRIDOR,Villa Arrecife 5,Luxury on the 5th Fairway at Puerto Los Cabo...,5-Star Luxury Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=664,https://www.cabovillas.com/Properties/Villas/Casa_Mirasol/FULL/Casa_Mirasol-1.jpg?width=486,CABO SAN LUCAS,Casa Mirasol,Modern Tropical Luxury with Excellent Views,5-Star Luxury Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=617,https://www.cabovillas.com/Properties/Villas/Villa_Esperanza/FULL/Villa_Esperanza-1.jpg?width=486,CABO SAN LUCAS,Villa Esperanza,Contemporary Luxury in Prime Pedregal Location,5-Star Luxury Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=643,https://www.cabovillas.com/Properties/Villas/Villa_Helena/FULL/Villa_Helena-1.jpg?width=486,CORRIDOR,Villa Helena,Ocean-View Luxury in Puerto Los Cabos,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=612,https://www.cabovillas.com/Properties/Villas/Villa_Penelope/FULL/Villa_Penelope-1.jpg?width=486,CORRIDOR,Villa Penelope,Elegant Design & Panoramic Ocean Views,5-Star Luxury Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=619,https://www.cabovillas.com/Properties/Villas/Casa_Dulce_Corazon/FULL/Casa_Dulce_Corazon-1.jpg?width=486,CORRIDOR,Casa Dulce Corazón,Prime Location & Ocean-View Luxury,5-Star Luxury Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=621,https://www.cabovillas.com/Properties/Villas/Villa_Jasmine/FULL/Villa_Jasmine-1.jpg?width=486,CORRIDOR,Villa Jasmine,World-Class Views & Impeccable Contemporary...,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=618,https://www.cabovillas.com/Properties/Villas/Villa_Granada/FULL/Villa_Granada-1.jpg?width=486,CORRIDOR,Villa Granada,Elegant Retreat with Sweeping Sea Views,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=637,https://www.cabovillas.com/Properties/Villas/Villa_Zara/FULL/Villa_Zara-1.jpg?width=486,CORRIDOR,Villa Zara,Modern Ocean View in Puerto Los Cabos,4.5-Star Deluxe Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=611,https://www.cabovillas.com/Properties/Villas/Villa_Oceano/FULL/Villa_Oceano-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Oceano,Oceanfront Luxury & Modern Style,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=499,https://www.cabovillas.com/Properties/Villas/Villa_de_Tres_Hermanas/FULL/Villa_de_Tres_Hermanas-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa de Tres Hermanas,Magnificent Oceanfront Luxury & Incredible V...,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=648,https://www.cabovillas.com/Properties/Villas/Villa_del_Amanecer/FULL/Villa_del_Amanecer-1.jpg?width=486,CABO SAN LUCAS,Villa del Amanecer,Dramatic Pacific Ocean Views & Modern Luxury,5-Star Luxury Villa,,5,6,10
https://www.cabovillas.com/properties.asp?PID=650,https://www.cabovillas.com/Properties/Villas/Hacienda_de_la_Cruz/FULL/Hacienda_de_la_Cruz-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Hacienda de la Cruz,Dramatic Ocean Views & Hacienda Style Luxury,6-Star Premier Villa,,7,7.5,14
https://www.cabovillas.com/properties.asp?PID=649,https://www.cabovillas.com/Properties/Villas/Villa_Gran_Vista/FULL/Villa_Gran_Vista-1.jpg?width=486,CABO SAN LUCAS,Villa Gran Vista,Dramatic Ocean Views from Pedregal Heights,5-Star Luxury Villa,,5,6.5,12
https://www.cabovillas.com/properties.asp?PID=646,https://www.cabovillas.com/Properties/Villas/Villa_Patricia/FULL/Villa_Patricia-1.jpg?width=486,CABO SAN LUCAS,Villa Patricia,Contemporary Comfort Near Pedregal Beach,5-Star Luxury Villa,,4,3.5,8
https://www.cabovillas.com/properties.asp?PID=655,https://www.cabovillas.com/Properties/Villas/Villa_Miramar/FULL/Villa_Miramar-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Miramar,Dramatic Oceanfront Views & Contemporary Ele...,6-Star Premier Villa,,5,5,10
https://www.cabovillas.com/properties.asp?PID=656,https://www.cabovillas.com/Properties/Villas/Villa_Paloma_Blanca/FULL/Villa_Paloma_Blanca-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Paloma Blanca,Contemporary Oceanfront Style at Querencia,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=509,https://www.cabovillas.com/Properties/Villas/Casa_Theodora/FULL/Casa_Theodora-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Casa Theodora,Opulent Beachfront Masterpiece with Incredib...,6+ -Star Platinum Villa,+,7,9.5,16
https://www.cabovillas.com/properties.asp?PID=658,https://www.cabovillas.com/Properties/Villas/Casa_Oasis/FULL/Casa_Oasis-1.jpg?width=486,CABO SAN LUCAS,Casa Oasis,Walk to Downtown & the Marina from this Priva...,4.5-Star Deluxe Villa,,3,3.5,7
https://www.cabovillas.com/properties.asp?PID=669,https://www.cabovillas.com/Properties/Villas/Villa_Cascada/FULL/Villa_Cascada-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Cascada,Spectacular Ocean Views in Puerto Los Cabos,5.5-Star Luxury Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=670,https://www.cabovillas.com/Properties/Villas/Villa_Tomas/FULL/Villa_Tomas-1.jpg?width=486,CABO SAN LUCAS,Villa Tomas,Ocean Views & a Premium Location in Pedregal,5-Star Luxury Villa,,4,5,10
https://www.cabovillas.com/properties.asp?PID=672,https://www.cabovillas.com/Properties/Villas/Villa_Acero/FULL/Villa_Acero-1.jpg?width=486,CABO SAN LUCAS,Villa Acero,Modern Ocean View Luxury in Pedregal,5.5-Star Luxury Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=671,https://www.cabovillas.com/Properties/Villas/Villa_Amanecer/FULL/Villa_Amanecer-1.jpg?width=486,CORRIDOR,Villa Amanecer,Contemporary Luxury with Mesmerizing Views,5-Star Luxury Villa,,5,5,10
https://www.cabovillas.com/properties.asp?PID=673,https://www.cabovillas.com/Properties/Villas/Villa_Plata/FULL/Villa_Plata-1.jpg?width=486,CABO SAN LUCAS,Villa Plata,Modern Pedregal Luxury with Ocean View,5-Star Luxury Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=674,https://www.cabovillas.com/Properties/Villas/Villa_Azul/FULL/Villa_Azul-1.jpg?width=486,CABO SAN LUCAS,Villa Azul,Pedregal Heights & Ocean Views,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=675,https://www.cabovillas.com/Properties/Villas/Villa_Primavera/FULL/Villa_Primavera-1.jpg?width=486,CABO SAN LUCAS,Villa Primavera,Enchanting Pedregal Villa with Ocean View,5-Star Luxury Villa,,5,6,13
https://www.cabovillas.com/properties.asp?PID=677,https://www.cabovillas.com/Properties/Villas/Villa_Miguel/FULL/Villa_Miguel-1.jpg?width=486,CABO SAN LUCAS,Villa Miguel,Stylish Contemporary Luxury in Pedregal,5.5-Star Luxury Villa,,4,5,10
https://www.cabovillas.com/properties.asp?PID=676,https://www.cabovillas.com/Properties/Villas/Villa_Punta_Vista/FULL/Villa_Punta_Vista-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Punta Vista,Stunning Ocean View Contemporary in Puerto Lo...,5.5-Star Luxury Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=678,https://www.cabovillas.com/Properties/Villas/Punta_Ballena_302/FULL/Punta_Ballena_302-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Punta Ballena 302,Exceptional Style & Ocean Views at Punta Bal...,5.5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=684,https://www.cabovillas.com/Properties/Villas/Casa_Stella/FULL/Casa_Stella-1.jpg?width=486,CABO SAN LUCAS,Casa Stella,Designer Luxury with Ocean View in Pedregal,5-Star Luxury Villa,,6,7,14
https://www.cabovillas.com/properties.asp?PID=681,https://www.cabovillas.com/Properties/Villas/Villa_Descanso/FULL/Villa_Descanso-1.jpg?width=486,CABO SAN LUCAS,Villa Descanso,Outstanding Pacific Views & Modern Luxury,5.5-Star Luxury Villa,,6,6.5,12
https://www.cabovillas.com/properties.asp?PID=681,https://www.cabovillas.com/Properties/Villas/Villa_Descanso/FULL/Villa_Descanso-1.jpg?width=486,CABO SAN LUCAS,Villa Descanso,Outstanding Pacific Views & Modern Luxury,5.5-Star Luxury Villa,,6,6.5,12
https://www.cabovillas.com/properties.asp?PID=680,https://www.cabovillas.com/Properties/Villas/Villa_Sebastian/FULL/Villa_Sebastian-1.jpg?width=486,CABO SAN LUCAS,Villa Sebastian,Contemporary Luxury in Pedregal,5-Star Luxury Villa,,4,5,10
https://www.cabovillas.com/properties.asp?PID=682,https://www.cabovillas.com/Properties/Villas/Villa_Dorada/FULL/Villa_Dorada-1.jpg?width=486,CABO SAN LUCAS,Villa Dorada,Beautiful Ocean View Villa in Pedregal,5-Star Luxury Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=683,https://www.cabovillas.com/Properties/Villas/Villa_Del_Cabo/FULL/Villa_Del_Cabo-1.jpg?width=486,CABO SAN LUCAS,Villa Del Cabo,Modern Hacienda-Style Elegance with Ocean Vi...,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=686,https://www.cabovillas.com/Properties/Villas/Villa_Linda/FULL/Villa_Linda-1.jpg?width=486,CABO SAN LUCAS,Villa Linda,Marina & Bay Views from Pedregal,5-Star Luxury Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=686,https://www.cabovillas.com/Properties/Villas/Villa_Linda/FULL/Villa_Linda-1.jpg?width=486,CABO SAN LUCAS,Villa Linda,Marina & Bay Views from Pedregal,5-Star Luxury Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=687,https://www.cabovillas.com/Properties/Villas/Villa_Fuente_De_Esperanza/FULL/Villa_Fuente_De_Esperanza-1.jpg?width=486,CABO SAN LUCAS,Villa Fuente De Esperanza,Contemporary Elegance with Marina Views,5-Star Luxury Villa,,3,3.5,8
https://www.cabovillas.com/properties.asp?PID=685,https://www.cabovillas.com/Properties/Villas/Casa_Antigua/FULL/Casa_Antigua-1.jpg?width=486,CABO SAN LUCAS,Casa Antigua,Elegant Villa with Views in Pedregal,5-Star Luxury Villa,,4,4.5,8
https://www.cabovillas.com/properties.asp?PID=679,https://www.cabovillas.com/Properties/Villas/Villa_Veranza/FULL/Villa_Veranza-1.jpg?width=486,CABO SAN LUCAS,Villa Veranza,Contemporary Elegance with Ocean View,5-Star Luxury Villa,,6,6.5,12
https://www.cabovillas.com/properties.asp?PID=688,https://www.cabovillas.com/Properties/Villas/Villa_Sirena/FULL/Villa_Sirena-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Sirena,Beachfront Elegance & Spectacular Ocean Vistas,6-Star Premier Villa,,5,6,10
https://www.cabovillas.com/properties.asp?PID=689,https://www.cabovillas.com/Properties/Villas/Casa_Ensueno/FULL/Casa_Ensueno-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Casa Ensueño,Oceanfront Luxury & Spectacular Views,6-Star Premier Villa,,6,6,12
https://www.cabovillas.com/properties.asp?PID=690,https://www.cabovillas.com/Properties/Villas/Villa_Good_Life/FULL/Villa_Good_Life-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Good Life,Exceptional Oceanfront Villa with Sweeping V...,6+ -Star Platinum Villa,+,5,6,12
https://www.cabovillas.com/properties.asp?PID=691,https://www.cabovillas.com/Properties/Villas/Villa_Las_Piedras/FULL/Villa_Las_Piedras-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Las Piedras,Contemporary Oceanfront Luxury,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=692,https://www.cabovillas.com/Properties/Villas/La_Caleta_Palmilla/FULL/La_Caleta_Palmilla-1.jpg?width=486,"CORRIDOR, OCEANFRONT",La Caleta Palmilla,Luxury & Ocean Views in Palmilla,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=693,https://www.cabovillas.com/Properties/Villas/Casa_Naah_Payil/FULL/Casa_Naah_Payil-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Casa Naah Payil,Majestic Ocean-View Estate with Luxury Ameni...,6-Star Premier Villa,,6,7.5,16
https://www.cabovillas.com/properties.asp?PID=694,https://www.cabovillas.com/Properties/Villas/Penthouse_La_Laguna/FULL/Penthouse_La_Laguna-1.jpg?width=486,"SAN JOSÉ DEL CABO, OCEANFRONT",Penthouse La Laguna,Spectacular Ocean Views & Resort-Style Luxury,5-Star Luxury Villa,,3,3.5,6
https://www.cabovillas.com/properties.asp?PID=695,https://www.cabovillas.com/Properties/Villas/Villa_Paraiso_Del_Mar/FULL/Villa_Paraiso_Del_Mar-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Paraiso Del Mar,Stunning Beachfront Luxury Estate,6+ -Star Platinum Villa,+,8,8.5,16
https://www.cabovillas.com/properties.asp?PID=696,https://www.cabovillas.com/Properties/Villas/Villa_Patron/FULL/Villa_Patron-1.jpg?width=486,CABO SAN LUCAS,Villa Patron,Sensational Ocean-View Luxury in Pedregal,6-Star Premier Villa,,6,6,12
https://www.cabovillas.com/properties.asp?PID=697,https://www.cabovillas.com/Properties/Villas/Villa_Buena_Vida/FULL/Villa_Buena_Vida-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Buena Vida,Contemporary Luxury with Spectacular Sea Vie...,6-Star Premier Villa,,5,6,10
https://www.cabovillas.com/properties.asp?PID=698,https://www.cabovillas.com/Properties/Villas/Villa_Azure/FULL/Villa_Azure-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Azure,Exquisite Oceanfront Luxury,6-Star Premier Villa,,5,5.5,12
https://www.cabovillas.com/properties.asp?PID=699,https://www.cabovillas.com/Properties/Villas/Villa_Cielito/FULL/Villa_Cielito-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Villa Cielito,Beachfront Paradise at Chileno Bay,6+ -Star Platinum Villa,+,6,6.5,12
https://www.cabovillas.com/properties.asp?PID=700,https://www.cabovillas.com/Properties/Villas/Beachfront_Villa_18/FULL/Beachfront_Villa_18-1.jpg?width=486,"CORRIDOR, OCEANFRONT, BEACHFRONT",Beachfront Villa 18,Elegance & Beachfront Luxury,6+ -Star Platinum Villa,+,6,6.5,14
https://www.cabovillas.com/properties.asp?PID=701,https://www.cabovillas.com/Properties/Villas/Villa_Maria_Teresa/FULL/Villa_Maria_Teresa-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Maria Teresa,Dramatic Pacific Ocean View Estate,6-Star Premier Villa,,5,5.5,10
https://www.cabovillas.com/properties.asp?PID=702,https://www.cabovillas.com/Properties/Villas/Casa_Stella_Los_Cabos/FULL/Casa_Stella_Los_Cabos-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Casa Stella Los Cabos,Magnificent Ocean-View Luxury Villa,6-Star Premier Villa,,4,4.5,10
https://www.cabovillas.com/properties.asp?PID=703,https://www.cabovillas.com/Properties/Villas/Villa_Esperanza_Sur/FULL/Villa_Esperanza_Sur-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Esperanza Sur,Spectacular Oceanfront Estate with Breathtak...,6+ -Star Platinum Villa,+,5,6,12
https://www.cabovillas.com/properties.asp?PID=704,https://www.cabovillas.com/Properties/Villas/Villa_Encantada/FULL/Villa_Encantada-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Encantada,Dramatic Ocean-View Luxury in Punta Ballena,6-Star Premier Villa,,4,5,12
https://www.cabovillas.com/properties.asp?PID=705,https://www.cabovillas.com/Properties/Villas/Villa_Terraza_371/FULL/Villa_Terraza_371-1.jpg?width=486,"CORRIDOR, OCEANFRONT",Villa Terraza 371,Stunning Ocean Vistas & Elegant Style,5.5-Star Luxury Villa,,3,4,8